idtbody2,lectura,claveU
11,"{""head"": {""X"": 0.05674831, ""Y"": 0.3315318, ""Z"": 1.1163007}, ""neck"": {""X"": 0.04938145, ""Y"": 0.191157028, ""Z"": 1.14545691}, ""hipLeft"": {""X"": -0.0168600641, ""Y"": -0.2776134, ""Z"": 1.15086639}, ""footLeft"": {""X"": -0.02245962, ""Y"": -0.5252298, ""Z"": 0.5427345}, ""handLeft"": {""X"": -0.0112239132, ""Y"": -0.232555538, ""Z"": 0.9047544}, ""hipRight"": {""X"": 0.1318009, ""Y"": -0.2883295, ""Z"": 1.14813924}, ""kneeLeft"": {""X"": 0.0323843025, ""Y"": -0.135669246, ""Z"": 0.8244744}, ""spineMid"": {""X"": 0.0576138347, ""Y"": -0.04436305, ""Z"": 1.1704613}, ""ankleLeft"": {""X"": -0.0123180905, ""Y"": -0.5069185, ""Z"": 0.676156044}, ""elbowLeft"": {""X"": -0.183013767, ""Y"": -0.0271567684, ""Z"": 1.13284373}, ""footRight"": {""X"": 0.09816289, ""Y"": -0.4781996, ""Z"": 0.5863704}, ""handRight"": {""X"": 0.202702016, ""Y"": -0.2129257, ""Z"": 1.03259051}, ""kneeRight"": {""X"": 0.0707550943, ""Y"": -0.09091012, ""Z"": 0.8541095}, ""spineBase"": {""X"": 0.0590533167, ""Y"": -0.290680915, ""Z"": 1.1808151}, ""thumbLeft"": {""X"": 0.0288265478, ""Y"": -0.187594876, ""Z"": 0.926000059}, ""wristLeft"": {""X"": -0.06248188, ""Y"": -0.146214336, ""Z"": 0.9991642}, ""ankleRight"": {""X"": 0.102392904, ""Y"": -0.4559558, ""Z"": 0.720915139}, ""elbowRight"": {""X"": 0.2891463, ""Y"": -0.101670042, ""Z"": 1.12321}, ""thumbRight"": {""X"": 0.195131868, ""Y"": -0.234851733, ""Z"": 1.02911115}, ""wristRight"": {""X"": 0.224512085, ""Y"": -0.218720913, ""Z"": 1.03470516}, ""handTipLeft"": {""X"": 0.0109719653, ""Y"": -0.2557368, ""Z"": 0.888547361}, ""handTipRight"": {""X"": 0.158470139, ""Y"": -0.228930846, ""Z"": 1.0027281}, ""shoulderLeft"": {""X"": -0.113944985, ""Y"": 0.114185654, ""Z"": 1.148612}, ""shoulderRight"": {""X"": 0.2067053, ""Y"": 0.09218977, ""Z"": 1.13152444}, ""spineShoulder"": {""X"": 0.0519309081, ""Y"": 0.134180561, ""Z"": 1.15395331}}",4F936A16677548F7B408226F54323881
12,"{""head"": {""X"": 0.0503186844, ""Y"": 0.33084, ""Z"": 1.11498189}, ""neck"": {""X"": 0.0434745029, ""Y"": 0.190933928, ""Z"": 1.14478791}, ""hipLeft"": {""X"": -0.020137094, ""Y"": -0.274974346, ""Z"": 1.149323}, ""footLeft"": {""X"": -0.0208321866, ""Y"": -0.5167712, ""Z"": 0.545381546}, ""handLeft"": {""X"": -0.0144378217, ""Y"": -0.2312124, ""Z"": 0.906566739}, ""hipRight"": {""X"": 0.128428608, ""Y"": -0.285776645, ""Z"": 1.14667439}, ""kneeLeft"": {""X"": 0.03268757, ""Y"": -0.132052362, ""Z"": 0.8247462}, ""spineMid"": {""X"": 0.0512276925, ""Y"": -0.0428253859, ""Z"": 1.16889}, ""ankleLeft"": {""X"": -0.0105369128, ""Y"": -0.497904, ""Z"": 0.6785057}, ""elbowLeft"": {""X"": -0.187757865, ""Y"": -0.0261759218, ""Z"": 1.13063979}, ""footRight"": {""X"": 0.07576704, ""Y"": -0.459956557, ""Z"": 0.5842435}, ""handRight"": {""X"": 0.199511722, ""Y"": -0.214387074, ""Z"": 1.03532028}, ""kneeRight"": {""X"": 0.0687405244, ""Y"": -0.0801241, ""Z"": 0.8590113}, ""spineBase"": {""X"": 0.0556138232, ""Y"": -0.287895948, ""Z"": 1.17878556}, ""thumbLeft"": {""X"": 0.0310272723, ""Y"": -0.184770077, ""Z"": 0.915625}, ""wristLeft"": {""X"": -0.06805577, ""Y"": -0.1454043, ""Z"": 0.9991388}, ""ankleRight"": {""X"": 0.08141004, ""Y"": -0.438277453, ""Z"": 0.719020069}, ""elbowRight"": {""X"": 0.283200562, ""Y"": -0.101401828, ""Z"": 1.122651}, ""thumbRight"": {""X"": 0.195402309, ""Y"": -0.233779013, ""Z"": 1.03053653}, ""wristRight"": {""X"": 0.222101927, ""Y"": -0.219763458, ""Z"": 1.03586817}, ""handTipLeft"": {""X"": -0.0127051212, ""Y"": -0.257852376, ""Z"": 0.885542333}, ""handTipRight"": {""X"": 0.157392457, ""Y"": -0.2348793, ""Z"": 1.01640892}, ""shoulderLeft"": {""X"": -0.119784, ""Y"": 0.114272669, ""Z"": 1.14861047}, ""shoulderRight"": {""X"": 0.20041129, ""Y"": 0.09169056, ""Z"": 1.1312865}, ""spineShoulder"": {""X"": 0.0456388, ""Y"": 0.134255275, ""Z"": 1.15300274}}",4F936A16677548F7B408226F54323881
13,"{""head"": {""X"": 0.0440602228, ""Y"": 0.3302652, ""Z"": 1.11367369}, ""neck"": {""X"": 0.0379012339, ""Y"": 0.190511078, ""Z"": 1.14451766}, ""hipLeft"": {""X"": -0.0223578587, ""Y"": -0.2703238, ""Z"": 1.14856207}, ""footLeft"": {""X"": 0.0226414427, ""Y"": -0.5117974, ""Z"": 0.8933889}, ""handLeft"": {""X"": -0.01703861, ""Y"": -0.230228126, ""Z"": 0.906552553}, ""hipRight"": {""X"": 0.126214936, ""Y"": -0.281903535, ""Z"": 1.14566183}, ""kneeLeft"": {""X"": 0.03367588, ""Y"": -0.132489488, ""Z"": 0.823820353}, ""spineMid"": {""X"": 0.04717992, ""Y"": -0.0410018638, ""Z"": 1.167907}, ""ankleLeft"": {""X"": 0.0302815139, ""Y"": -0.42250818, ""Z"": 0.9744109}, ""elbowLeft"": {""X"": -0.188475922, ""Y"": -0.0228666067, ""Z"": 1.128364}, ""footRight"": {""X"": 0.07560152, ""Y"": -0.450091, ""Z"": 0.58754915}, ""handRight"": {""X"": 0.197380155, ""Y"": -0.214650571, ""Z"": 1.03624821}, ""kneeRight"": {""X"": 0.0686937049, ""Y"": -0.07395952, ""Z"": 0.8609204}, ""spineBase"": {""X"": 0.05331865, ""Y"": -0.2834367, ""Z"": 1.1774714}, ""thumbLeft"": {""X"": 0.0254583079, ""Y"": -0.224510834, ""Z"": 0.890338659}, ""wristLeft"": {""X"": -0.07123648, ""Y"": -0.14343819, ""Z"": 0.9978512}, ""ankleRight"": {""X"": 0.08111635, ""Y"": -0.428084522, ""Z"": 0.72189635}, ""elbowRight"": {""X"": 0.277301, ""Y"": -0.1009476, ""Z"": 1.1215477}, ""thumbRight"": {""X"": 0.2074823, ""Y"": -0.229283571, ""Z"": 1.037889}, ""wristRight"": {""X"": 0.220768929, ""Y"": -0.22151418, ""Z"": 1.03662789}, ""handTipLeft"": {""X"": -0.0730231255, ""Y"": -0.255752653, ""Z"": 0.8510321}, ""handTipRight"": {""X"": 0.155839682, ""Y"": -0.234633908, ""Z"": 1.01744223}, ""shoulderLeft"": {""X"": -0.117025509, ""Y"": 0.114789292, ""Z"": 1.14741886}, ""shoulderRight"": {""X"": 0.1964045, ""Y"": 0.09175973, ""Z"": 1.13078547}, ""spineShoulder"": {""X"": 0.0404456332, ""Y"": 0.134352028, ""Z"": 1.15249777}}",4F936A16677548F7B408226F54323881
14,"{""head"": {""X"": 0.0388005376, ""Y"": 0.3295925, ""Z"": 1.11229289}, ""neck"": {""X"": 0.0316984467, ""Y"": 0.190154016, ""Z"": 1.14424729}, ""hipLeft"": {""X"": -0.0256893951, ""Y"": -0.271627665, ""Z"": 1.14986491}, ""footLeft"": {""X"": 0.0662333444, ""Y"": -0.436844468, ""Z"": 0.9828443}, ""handLeft"": {""X"": -0.0188216828, ""Y"": -0.230372682, ""Z"": 0.9085379}, ""hipRight"": {""X"": 0.117556445, ""Y"": -0.277814746, ""Z"": 1.15221632}, ""kneeLeft"": {""X"": 0.0241870247, ""Y"": -0.133257017, ""Z"": 0.825804}, ""spineMid"": {""X"": 0.04060219, ""Y"": -0.0409093238, ""Z"": 1.16913974}, ""ankleLeft"": {""X"": -0.00109857181, ""Y"": -0.516849637, ""Z"": 1.031694}, ""elbowLeft"": {""X"": -0.1896394, ""Y"": -0.0215301011, ""Z"": 1.1260792}, ""footRight"": {""X"": 0.07804115, ""Y"": -0.453827739, ""Z"": 0.588452339}, ""handRight"": {""X"": 0.197959, ""Y"": -0.216045573, ""Z"": 1.03843117}, ""kneeRight"": {""X"": 0.0780213, ""Y"": -0.07325947, ""Z"": 0.863652766}, ""spineBase"": {""X"": 0.04777228, ""Y"": -0.282580823, ""Z"": 1.180421}, ""thumbLeft"": {""X"": 0.0241742227, ""Y"": -0.226762444, ""Z"": 0.893639147}, ""wristLeft"": {""X"": -0.073543705, ""Y"": -0.142734066, ""Z"": 0.996902}, ""ankleRight"": {""X"": 0.08467422, ""Y"": -0.4314826, ""Z"": 0.721977}, ""elbowRight"": {""X"": 0.271864653, ""Y"": -0.10076873, ""Z"": 1.12045085}, ""thumbRight"": {""X"": 0.198841348, ""Y"": -0.232488573, ""Z"": 1.03514659}, ""wristRight"": {""X"": 0.220041066, ""Y"": -0.223438174, ""Z"": 1.03728759}, ""handTipLeft"": {""X"": -0.07122575, ""Y"": -0.249433, ""Z"": 0.8302336}, ""handTipRight"": {""X"": 0.156646281, ""Y"": -0.236819655, ""Z"": 1.02013171}, ""shoulderLeft"": {""X"": -0.117876939, ""Y"": 0.115001, ""Z"": 1.14689291}, ""shoulderRight"": {""X"": 0.1932196, ""Y"": 0.09182642, ""Z"": 1.13034976}, ""spineShoulder"": {""X"": 0.0340554267, ""Y"": 0.134015545, ""Z"": 1.152557}}",4F936A16677548F7B408226F54323881
15,"{""head"": {""X"": 0.03416196, ""Y"": 0.328907728, ""Z"": 1.1109041}, ""neck"": {""X"": 0.0278773457, ""Y"": 0.189664677, ""Z"": 1.14338458}, ""hipLeft"": {""X"": -0.0292112529, ""Y"": -0.271621585, ""Z"": 1.1501956}, ""footLeft"": {""X"": 0.0131306686, ""Y"": -0.522659242, ""Z"": 0.794586658}, ""handLeft"": {""X"": -0.0211208835, ""Y"": -0.231820986, ""Z"": 0.91249764}, ""hipRight"": {""X"": 0.11493507, ""Y"": -0.275596857, ""Z"": 1.15313721}, ""kneeLeft"": {""X"": 0.0218851846, ""Y"": -0.136878416, ""Z"": 0.82824415}, ""spineMid"": {""X"": 0.03678429, ""Y"": -0.0405406, ""Z"": 1.168882}, ""ankleLeft"": {""X"": 0.0197734665, ""Y"": -0.463879526, ""Z"": 0.9081343}, ""elbowLeft"": {""X"": -0.189988092, ""Y"": -0.0208486281, ""Z"": 1.1241436}, ""footRight"": {""X"": 0.0783197656, ""Y"": -0.4557402, ""Z"": 0.590825737}, ""handRight"": {""X"": 0.19458887, ""Y"": -0.217024639, ""Z"": 1.03895116}, ""kneeRight"": {""X"": 0.08324622, ""Y"": -0.0725444257, ""Z"": 0.8664431}, ""spineBase"": {""X"": 0.0444080457, ""Y"": -0.281163663, ""Z"": 1.180933}, ""thumbLeft"": {""X"": 0.0194023475, ""Y"": -0.204646543, ""Z"": 0.902695}, ""wristLeft"": {""X"": -0.0740725547, ""Y"": -0.14208822, ""Z"": 0.9963443}, ""ankleRight"": {""X"": 0.085560225, ""Y"": -0.433549553, ""Z"": 0.7230905}, ""elbowRight"": {""X"": 0.269337952, ""Y"": -0.0999865, ""Z"": 1.11982024}, ""thumbRight"": {""X"": 0.197235346, ""Y"": -0.2377734, ""Z"": 1.0475}, ""wristRight"": {""X"": 0.216792747, ""Y"": -0.223486185, ""Z"": 1.0399214}, ""handTipLeft"": {""X"": -0.06901014, ""Y"": -0.25306657, ""Z"": 0.853139162}, ""handTipRight"": {""X"": 0.155418456, ""Y"": -0.236559659, ""Z"": 1.02017879}, ""shoulderLeft"": {""X"": -0.118879385, ""Y"": 0.115210757, ""Z"": 1.14638329}, ""shoulderRight"": {""X"": 0.190659955, ""Y"": 0.09167064, ""Z"": 1.12986314}, ""spineShoulder"": {""X"": 0.03020248, ""Y"": 0.13368997, ""Z"": 1.1518259}}",4F936A16677548F7B408226F54323881
16,"{""head"": {""X"": 0.0298091341, ""Y"": 0.327670366, ""Z"": 1.108934}, ""neck"": {""X"": 0.02463666, ""Y"": 0.188857034, ""Z"": 1.14194763}, ""hipLeft"": {""X"": -0.0304137934, ""Y"": -0.2712545, ""Z"": 1.150546}, ""footLeft"": {""X"": 0.0144127412, ""Y"": -0.530874968, ""Z"": 0.7880901}, ""handLeft"": {""X"": -0.0204785615, ""Y"": -0.235740453, ""Z"": 0.9123427}, ""hipRight"": {""X"": 0.114381239, ""Y"": -0.2735144, ""Z"": 1.15400052}, ""kneeLeft"": {""X"": 0.0213502645, ""Y"": -0.144463, ""Z"": 0.8283962}, ""spineMid"": {""X"": 0.035019327, ""Y"": -0.0402938239, ""Z"": 1.16839945}, ""ankleLeft"": {""X"": 0.0207729712, ""Y"": -0.474832684, ""Z"": 0.9022349}, ""elbowLeft"": {""X"": -0.190732911, ""Y"": -0.0202356912, ""Z"": 1.12218451}, ""footRight"": {""X"": 0.0785364658, ""Y"": -0.457178116, ""Z"": 0.593407154}, ""handRight"": {""X"": 0.194268689, ""Y"": -0.218728781, ""Z"": 1.03913021}, ""kneeRight"": {""X"": 0.08770911, ""Y"": -0.07200212, ""Z"": 0.869016469}, ""spineBase"": {""X"": 0.04338141, ""Y"": -0.27985093, ""Z"": 1.18133116}, ""thumbLeft"": {""X"": 0.0209331922, ""Y"": -0.21387428, ""Z"": 0.89941597}, ""wristLeft"": {""X"": -0.07465473, ""Y"": -0.1411035, ""Z"": 0.995488346}, ""ankleRight"": {""X"": 0.08630971, ""Y"": -0.434970468, ""Z"": 0.724561334}, ""elbowRight"": {""X"": 0.264618963, ""Y"": -0.100236289, ""Z"": 1.11891353}, ""thumbRight"": {""X"": 0.195466086, ""Y"": -0.238471583, ""Z"": 1.04343271}, ""wristRight"": {""X"": 0.215400577, ""Y"": -0.225050673, ""Z"": 1.04027629}, ""handTipLeft"": {""X"": -0.07330982, ""Y"": -0.260977328, ""Z"": 0.845836759}, ""handTipRight"": {""X"": 0.156032339, ""Y"": -0.239047781, ""Z"": 1.0229727}, ""shoulderLeft"": {""X"": -0.119998574, ""Y"": 0.115269884, ""Z"": 1.14594269}, ""shoulderRight"": {""X"": 0.188625112, ""Y"": 0.09150064, ""Z"": 1.12925935}, ""spineShoulder"": {""X"": 0.02739101, ""Y"": 0.1331703, ""Z"": 1.15069342}}",4F936A16677548F7B408226F54323881
17,"{""head"": {""X"": 0.025875913, ""Y"": 0.3258283, ""Z"": 1.10623622}, ""neck"": {""X"": 0.02215449, ""Y"": 0.187316716, ""Z"": 1.14088261}, ""hipLeft"": {""X"": -0.0308858864, ""Y"": -0.2709659, ""Z"": 1.15059578}, ""footLeft"": {""X"": 0.0119001241, ""Y"": -0.534502149, ""Z"": 0.7831683}, ""handLeft"": {""X"": -0.0202081669, ""Y"": -0.239438966, ""Z"": 0.9127433}, ""hipRight"": {""X"": 0.114258923, ""Y"": -0.272021979, ""Z"": 1.1542381}, ""kneeLeft"": {""X"": 0.02145986, ""Y"": -0.1473101, ""Z"": 0.828510761}, ""spineMid"": {""X"": 0.0339138955, ""Y"": -0.04038726, ""Z"": 1.167895}, ""ankleLeft"": {""X"": 0.0187799279, ""Y"": -0.48015973, ""Z"": 0.8978804}, ""elbowLeft"": {""X"": -0.191014349, ""Y"": -0.0198845826, ""Z"": 1.1201036}, ""footRight"": {""X"": 0.079533, ""Y"": -0.455758631, ""Z"": 0.5944699}, ""handRight"": {""X"": 0.192878127, ""Y"": -0.220048949, ""Z"": 1.03839993}, ""kneeRight"": {""X"": 0.0948278159, ""Y"": -0.06949156, ""Z"": 0.87075603}, ""spineBase"": {""X"": 0.0429856256, ""Y"": -0.2789039, ""Z"": 1.18129289}, ""thumbLeft"": {""X"": 0.0221273825, ""Y"": -0.23663871, ""Z"": 0.9046211}, ""wristLeft"": {""X"": -0.071688205, ""Y"": -0.139173388, ""Z"": 0.9961376}, ""ankleRight"": {""X"": 0.0881381556, ""Y"": -0.433453023, ""Z"": 0.725123048}, ""elbowRight"": {""X"": 0.2624554, ""Y"": -0.100529924, ""Z"": 1.11796451}, ""thumbRight"": {""X"": 0.196775049, ""Y"": -0.2365934, ""Z"": 1.03812265}, ""wristRight"": {""X"": 0.214148939, ""Y"": -0.22621958, ""Z"": 1.04138577}, ""handTipLeft"": {""X"": -0.07280033, ""Y"": -0.271305025, ""Z"": 0.8497221}, ""handTipRight"": {""X"": 0.151574463, ""Y"": -0.240049675, ""Z"": 1.0151372}, ""shoulderLeft"": {""X"": -0.120879866, ""Y"": 0.115241952, ""Z"": 1.14555979}, ""shoulderRight"": {""X"": 0.186998367, ""Y"": 0.09097924, ""Z"": 1.12849081}, ""spineShoulder"": {""X"": 0.0252679978, ""Y"": 0.132041946, ""Z"": 1.14980316}}",4F936A16677548F7B408226F54323881
18,"{""head"": {""X"": 0.0221991148, ""Y"": 0.322786063, ""Z"": 1.1022743}, ""neck"": {""X"": 0.0196542963, ""Y"": 0.1848788, ""Z"": 1.13917148}, ""hipLeft"": {""X"": -0.0305248983, ""Y"": -0.2708526, ""Z"": 1.15151012}, ""footLeft"": {""X"": -0.00316878781, ""Y"": -0.535328448, ""Z"": 0.7910958}, ""handLeft"": {""X"": -0.0612686947, ""Y"": -0.212212652, ""Z"": 0.9883083}, ""hipRight"": {""X"": 0.115676604, ""Y"": -0.269898385, ""Z"": 1.15542555}, ""kneeLeft"": {""X"": 0.0189732816, ""Y"": -0.149450645, ""Z"": 0.8317455}, ""spineMid"": {""X"": 0.0334900133, ""Y"": -0.04062688, ""Z"": 1.16742015}, ""ankleLeft"": {""X"": 0.00573344529, ""Y"": -0.480954021, ""Z"": 0.9041485}, ""elbowLeft"": {""X"": -0.191076875, ""Y"": -0.0196729377, ""Z"": 1.11761844}, ""footRight"": {""X"": 0.08162426, ""Y"": -0.462963462, ""Z"": 0.59901613}, ""handRight"": {""X"": 0.192680553, ""Y"": -0.224673837, ""Z"": 1.03871763}, ""kneeRight"": {""X"": 0.09384597, ""Y"": -0.07483413, ""Z"": 0.8710064}, ""spineBase"": {""X"": 0.0437321924, ""Y"": -0.277786851, ""Z"": 1.18215179}, ""thumbLeft"": {""X"": -0.0417251773, ""Y"": -0.23502554, ""Z"": 0.9148888}, ""wristLeft"": {""X"": -0.097314544, ""Y"": -0.152905241, ""Z"": 0.986961365}, ""ankleRight"": {""X"": 0.0900942162, ""Y"": -0.440258831, ""Z"": 0.7280977}, ""elbowRight"": {""X"": 0.259061158, ""Y"": -0.10151124, ""Z"": 1.1164968}, ""thumbRight"": {""X"": 0.196582079, ""Y"": -0.242838621, ""Z"": 1.04104292}, ""wristRight"": {""X"": 0.213016123, ""Y"": -0.228066012, ""Z"": 1.04101658}, ""handTipLeft"": {""X"": -0.05576642, ""Y"": -0.243191287, ""Z"": 0.8728317}, ""handTipRight"": {""X"": 0.151874036, ""Y"": -0.248657554, ""Z"": 1.02119422}, ""shoulderLeft"": {""X"": -0.121559642, ""Y"": 0.115091242, ""Z"": 1.14509833}, ""shoulderRight"": {""X"": 0.185471863, ""Y"": 0.09014806, ""Z"": 1.12754631}, ""spineShoulder"": {""X"": 0.023389481, ""Y"": 0.130274475, ""Z"": 1.14855278}}",4F936A16677548F7B408226F54323881
19,"{""head"": {""X"": 0.0190688651, ""Y"": 0.318526268, ""Z"": 1.0973438}, ""neck"": {""X"": 0.01771672, ""Y"": 0.181303382, ""Z"": 1.13689637}, ""hipLeft"": {""X"": -0.030630704, ""Y"": -0.271207243, ""Z"": 1.15244877}, ""footLeft"": {""X"": -0.004221606, ""Y"": -0.5355479, ""Z"": 0.7753893}, ""handLeft"": {""X"": -0.06413704, ""Y"": -0.2054288, ""Z"": 1.020188}, ""hipRight"": {""X"": 0.11589627, ""Y"": -0.269520253, ""Z"": 1.15596092}, ""kneeLeft"": {""X"": 0.0183706861, ""Y"": -0.1510827, ""Z"": 0.8321963}, ""spineMid"": {""X"": 0.0326680467, ""Y"": -0.0417526625, ""Z"": 1.16692507}, ""ankleLeft"": {""X"": 0.005680084, ""Y"": -0.484929264, ""Z"": 0.8907903}, ""elbowLeft"": {""X"": -0.192561045, ""Y"": -0.0265498944, ""Z"": 1.11485219}, ""footRight"": {""X"": 0.0820893347, ""Y"": -0.6140579, ""Z"": 0.5735601}, ""handRight"": {""X"": 0.1930363, ""Y"": -0.228018954, ""Z"": 1.03906417}, ""kneeRight"": {""X"": 0.100969806, ""Y"": -0.201127872, ""Z"": 0.817639351}, ""spineBase"": {""X"": 0.04378746, ""Y"": -0.27759546, ""Z"": 1.18272126}, ""thumbLeft"": {""X"": -0.0813898742, ""Y"": -0.244637415, ""Z"": 0.989333332}, ""wristLeft"": {""X"": -0.0672816262, ""Y"": -0.15792273, ""Z"": 1.01474774}, ""ankleRight"": {""X"": 0.09233465, ""Y"": -0.590265155, ""Z"": 0.697991}, ""elbowRight"": {""X"": 0.258153081, ""Y"": -0.102773845, ""Z"": 1.11533284}, ""thumbRight"": {""X"": 0.210749418, ""Y"": -0.241122037, ""Z"": 1.040875}, ""wristRight"": {""X"": 0.2126837, ""Y"": -0.229957253, ""Z"": 1.042133}, ""handTipLeft"": {""X"": -0.0688991547, ""Y"": -0.231458887, ""Z"": 0.899617553}, ""handTipRight"": {""X"": 0.150828332, ""Y"": -0.254956961, ""Z"": 1.02052546}, ""shoulderLeft"": {""X"": -0.133142963, ""Y"": 0.112138942, ""Z"": 1.14403236}, ""shoulderRight"": {""X"": 0.178210557, ""Y"": 0.0845538452, ""Z"": 1.12256765}, ""spineShoulder"": {""X"": 0.02164802, ""Y"": 0.127251968, ""Z"": 1.14677382}}",4F936A16677548F7B408226F54323881
20,"{""head"": {""X"": 0.01690533, ""Y"": 0.312549144, ""Z"": 1.09060979}, ""neck"": {""X"": 0.01631031, ""Y"": 0.175861239, ""Z"": 1.13433969}, ""hipLeft"": {""X"": -0.0286213979, ""Y"": -0.272717834, ""Z"": 1.15519345}, ""footLeft"": {""X"": -0.009949846, ""Y"": -0.544202447, ""Z"": 0.776775837}, ""handLeft"": {""X"": -0.0242475588, ""Y"": -0.201415837, ""Z"": 1.01445532}, ""hipRight"": {""X"": 0.117600054, ""Y"": -0.269358039, ""Z"": 1.15814567}, ""kneeLeft"": {""X"": 0.0184316114, ""Y"": -0.163766265, ""Z"": 0.8342176}, ""spineMid"": {""X"": 0.0325238556, ""Y"": -0.04401161, ""Z"": 1.16672885}, ""ankleLeft"": {""X"": 0.0014172846, ""Y"": -0.49397558, ""Z"": 0.891703963}, ""elbowLeft"": {""X"": -0.190937564, ""Y"": -0.0294236578, ""Z"": 1.11194992}, ""footRight"": {""X"": 0.08543192, ""Y"": -0.657034457, ""Z"": 0.582461}, ""handRight"": {""X"": 0.193069234, ""Y"": -0.232810557, ""Z"": 1.03949475}, ""kneeRight"": {""X"": 0.07599278, ""Y"": -0.232070222, ""Z"": 0.7099091}, ""spineBase"": {""X"": 0.04563933, ""Y"": -0.278039336, ""Z"": 1.185035}, ""thumbLeft"": {""X"": -0.03907969, ""Y"": -0.22505939, ""Z"": 0.9797143}, ""wristLeft"": {""X"": -0.0656958, ""Y"": -0.160276279, ""Z"": 1.01295757}, ""ankleRight"": {""X"": 0.0936231762, ""Y"": -0.624823749, ""Z"": 0.70209}, ""elbowRight"": {""X"": 0.257461756, ""Y"": -0.104080878, ""Z"": 1.11390567}, ""thumbRight"": {""X"": 0.199000672, ""Y"": -0.251542628, ""Z"": 1.03527272}, ""wristRight"": {""X"": 0.213136658, ""Y"": -0.232254371, ""Z"": 1.04343235}, ""handTipLeft"": {""X"": 0.03316256, ""Y"": -0.237542167, ""Z"": 0.9252544}, ""handTipRight"": {""X"": 0.148439065, ""Y"": -0.262400657, ""Z"": 1.01727343}, ""shoulderLeft"": {""X"": -0.1363538, ""Y"": 0.11035905, ""Z"": 1.14300263}, ""shoulderRight"": {""X"": 0.17524302, ""Y"": 0.08103103, ""Z"": 1.11946368}, ""spineShoulder"": {""X"": 0.0205614883, ""Y"": 0.122573607, ""Z"": 1.14488053}}",4F936A16677548F7B408226F54323881
21,"{""head"": {""X"": 0.0158743579, ""Y"": 0.3039909, ""Z"": 1.08196461}, ""neck"": {""X"": 0.0156450048, ""Y"": 0.16870752, ""Z"": 1.13041389}, ""hipLeft"": {""X"": -0.0258843228, ""Y"": -0.2750013, ""Z"": 1.15885925}, ""footLeft"": {""X"": -0.0131951012, ""Y"": -0.5577015, ""Z"": 0.7758487}, ""handLeft"": {""X"": -0.0113287549, ""Y"": -0.268905967, ""Z"": 0.917655766}, ""hipRight"": {""X"": 0.119981706, ""Y"": -0.270005524, ""Z"": 1.16040838}, ""kneeLeft"": {""X"": 0.019855272, ""Y"": -0.1812886, ""Z"": 0.8358424}, ""spineMid"": {""X"": 0.0329929776, ""Y"": -0.0477881432, ""Z"": 1.16633809}, ""ankleLeft"": {""X"": -0.000473428838, ""Y"": -0.5083539, ""Z"": 0.8904033}, ""elbowLeft"": {""X"": -0.184977248, ""Y"": -0.03236152, ""Z"": 1.106277}, ""footRight"": {""X"": 0.08913915, ""Y"": -0.668486834, ""Z"": 0.591863155}, ""handRight"": {""X"": 0.196728081, ""Y"": -0.237944663, ""Z"": 1.039925}, ""kneeRight"": {""X"": 0.07739127, ""Y"": -0.2347977, ""Z"": 0.7157934}, ""spineBase"": {""X"": 0.0482412539, ""Y"": -0.279319048, ""Z"": 1.18783665}, ""thumbLeft"": {""X"": -0.0630993247, ""Y"": -0.277047, ""Z"": 0.8547999}, ""wristLeft"": {""X"": -0.0642124042, ""Y"": -0.167043567, ""Z"": 1.00854814}, ""ankleRight"": {""X"": 0.09801806, ""Y"": -0.6352172, ""Z"": 0.7104736}, ""elbowRight"": {""X"": 0.2568994, ""Y"": -0.105864584, ""Z"": 1.11188877}, ""thumbRight"": {""X"": 0.222829431, ""Y"": -0.2494471, ""Z"": 1.04290915}, ""wristRight"": {""X"": 0.214853, ""Y"": -0.235735849, ""Z"": 1.04486382}, ""handTipLeft"": {""X"": -0.0204451922, ""Y"": -0.2962148, ""Z"": 0.8905205}, ""handTipRight"": {""X"": 0.1496848, ""Y"": -0.273307562, ""Z"": 1.01837945}, ""shoulderLeft"": {""X"": -0.137674764, ""Y"": 0.108890496, ""Z"": 1.14192033}, ""shoulderRight"": {""X"": 0.173731968, ""Y"": 0.07733005, ""Z"": 1.11611533}, ""spineShoulder"": {""X"": 0.0201683547, ""Y"": 0.11618647, ""Z"": 1.14188933}}",4F936A16677548F7B408226F54323881
